Brand,Model,Launch Year,Segment,Fuel Type,Variants,Ex-Showroom Price (₹ Lakhs),Monthly Sales (Units),Battery / Mileage,Notable Features,Price Min (Lakh),Price Max (Lakh),Price Avg (Lakh),Is EV,Fuel Type Clean
MG,Hector,2015,Electric Hatchback,Diesel,4,6.00 - 12.00,3372,22.6 kmpl,"ABS, TPMS, 360 Camera, ADAS, Power Windows, Ventilated Seats, Cruise Control, AC, Leather Seats, HUD, Android Auto",6.0,12.0,9.0,ICE/Hybrid,Diesel
Force,Gurkha,2021,Hatchback,Diesel,8,3.50 - 8.50,19835,23.1 kmpl,"TPMS, ABS, ADAS, EBD, Sunroof, Touchscreen, Leather Seats, Android Auto",3.5,8.5,6.0,ICE/Hybrid,Diesel
Honda,WR-V,2018,SUV,Petrol/CNG,12,10.00 - 30.00,6968,28.5 kmpl,"Airbags, ABS, TPMS, Leather Seats, AC, Touchscreen, Android Auto",10.0,30.0,20.0,ICE/Hybrid,Petrol/CNG
Maruti Suzuki,Ertiga,2015,SUV,Electric,19,12.00 - 39.00,2052,204 km range,"ESC, EBD, TPMS, 360 Camera, AC, Ventilated Seats, Power Windows, Sunroof, Leather Seats, Apple CarPlay",12.0,39.0,25.5,EV,EV
Renault,Kiger,2023,Hatchback,Petrol,21,3.50 - 8.50,17458,18.8 kmpl,"360 Camera, Hill Hold, Cruise Control, Power Windows, Touchscreen, Ventilated Seats, Connected Car, Android Auto, HUD",3.5,8.5,6.0,ICE/Hybrid,Petrol
Mahindra,Bolero,2019,Sedan,Diesel,6,6.00 - 15.00,7801,22.7 kmpl,"EBD, 360 Camera, Cruise Control, Ventilated Seats, Leather Seats, AC, Sunroof, Connected Car, Voice Control, Wireless Charging",6.0,15.0,10.5,ICE/Hybrid,Diesel
Maruti Suzuki,Brezza,2016,Compact SUV,Petrol,24,7.00 - 18.00,11137,20.4 kmpl,"ESC, 360 Camera, Touchscreen, Ventilated Seats, Sunroof, Power Windows, AC, Android Auto, Wireless Charging, Connected Car",7.0,18.0,12.5,ICE/Hybrid,Petrol
Hyundai,Venue,2016,SUV,Petrol/CNG,16,10.00 - 30.00,4031,23.0 kmpl,"ADAS, ESC, Hill Hold, Sunroof, Leather Seats, AC, Power Windows, HUD",10.0,30.0,20.0,ICE/Hybrid,Petrol/CNG
Hyundai,Exter,2015,Hatchback,Petrol,15,3.50 - 8.50,9029,23.6 kmpl,"ABS, ESC, AC, Cruise Control, Power Windows, Touchscreen, Connected Car",3.5,8.5,6.0,ICE/Hybrid,Petrol
Mercedes,C-Class,2020,Sedan,Petrol,22,6.00 - 15.00,7390,15.4 kmpl,"360 Camera, Airbags, Leather Seats, Ventilated Seats, Power Windows, AC, Android Auto, HUD",6.0,15.0,10.5,ICE/Hybrid,Petrol
Hyundai,Creta,2017,SUV,Diesel,21,10.00 - 30.00,3290,25.9 kmpl,"ESC, Hill Hold, TPMS, Touchscreen, Leather Seats, Power Windows, Voice Control, Wireless Charging, Apple CarPlay",10.0,30.0,20.0,ICE/Hybrid,Diesel
Jeep,Meridian,2018,Hatchback,Petrol,21,3.50 - 8.50,16117,22.6 kmpl,"EBD, ABS, ESC, ADAS, Sunroof, Power Windows, AC, Cruise Control, HUD, Android Auto, Apple CarPlay",3.5,8.5,6.0,ICE/Hybrid,Petrol
Citroen,C3,2017,Hatchback,Diesel,22,3.50 - 8.50,15809,25.4 kmpl,"Airbags, EBD, ABS, ADAS, Touchscreen, Cruise Control, Ventilated Seats, Sunroof, Connected Car, HUD, Wireless Charging",3.5,8.5,6.0,ICE/Hybrid,Diesel
BYD,E6,2019,Compact SUV,Petrol,19,7.00 - 18.00,11094,22.3 kmpl,"360 Camera, TPMS, AC, Cruise Control, Touchscreen, Sunroof, Connected Car",7.0,18.0,12.5,ICE/Hybrid,Petrol
Nissan,Kicks,2016,Hatchback,Petrol,24,3.50 - 8.50,12784,21.6 kmpl,"TPMS, ADAS, Power Windows, Ventilated Seats, AC, Cruise Control, Wireless Charging",3.5,8.5,6.0,ICE/Hybrid,Petrol
Honda,City,2017,Sedan,Petrol,19,6.00 - 15.00,9604,24.6 kmpl,"ABS, TPMS, Hill Hold, Sunroof, Ventilated Seats, Cruise Control, Touchscreen, Android Auto",6.0,15.0,10.5,ICE/Hybrid,Petrol
Hyundai,Verna,2016,Electric SUV,Petrol,7,12.00 - 25.00,3199,18.6 kmpl,"ESC, ABS, Cruise Control, Touchscreen, AC, HUD",12.0,25.0,18.5,ICE/Hybrid,Petrol
Mahindra,XUV 700,2016,Hatchback,Diesel,2,3.50 - 8.50,13880,20.4 kmpl,"ABS, Airbags, Ventilated Seats, Touchscreen, Power Windows, Connected Car, Wireless Charging",3.5,8.5,6.0,ICE/Hybrid,Diesel
Hyundai,Exter,2019,SUV,Petrol,21,10.00 - 30.00,6603,24.7 kmpl,"EBD, ADAS, Hill Hold, ESC, Sunroof, Cruise Control, Touchscreen, Power Windows, Voice Control",10.0,30.0,20.0,ICE/Hybrid,Petrol
Tata,Punch,2015,Hatchback,Petrol,24,3.50 - 8.50,17596,19.1 kmpl,"Airbags, ABS, ESC, Touchscreen, Ventilated Seats, Power Windows, Leather Seats, Wireless Charging",3.5,8.5,6.0,ICE/Hybrid,Petrol
Mercedes,A-Class,2020,Compact SUV,Petrol,25,7.00 - 18.00,10947,23.4 kmpl,"ESC, TPMS, AC, Leather Seats, Power Windows, Touchscreen, Ventilated Seats, HUD",7.0,18.0,12.5,ICE/Hybrid,Petrol
BYD,E6,2019,Compact SUV,Diesel,6,7.00 - 18.00,12245,27.1 kmpl,"ESC, Airbags, TPMS, Power Windows, Cruise Control, Sunroof, HUD",7.0,18.0,12.5,ICE/Hybrid,Diesel
Honda,Elevate,2015,Hatchback,Diesel,11,3.50 - 8.50,10856,21.5 kmpl,"360 Camera, TPMS, ABS, Hill Hold, AC, Sunroof, Leather Seats, Ventilated Seats, Power Windows, Android Auto, Connected Car, Apple CarPlay",3.5,8.5,6.0,ICE/Hybrid,Diesel
Renault,Kwid,2023,Hatchback,Petrol,6,3.50 - 8.50,15675,23.6 kmpl,"ABS, EBD, Touchscreen, Ventilated Seats, Sunroof, Leather Seats, Power Windows, Voice Control, HUD, Android Auto",3.5,8.5,6.0,ICE/Hybrid,Petrol
Mahindra,Scorpio,2015,Compact SUV,Diesel,12,7.00 - 18.00,9795,19.9 kmpl,"ESC, Hill Hold, TPMS, Power Windows, Cruise Control, AC, Android Auto",7.0,18.0,12.5,ICE/Hybrid,Diesel
Audi,A4,2021,Hatchback,Petrol,19,3.50 - 8.50,16490,18.6 kmpl,"TPMS, ESC, 360 Camera, Ventilated Seats, Power Windows, Sunroof, Touchscreen, HUD, Voice Control, Connected Car",3.5,8.5,6.0,ICE/Hybrid,Petrol
BYD,E6,2019,Compact SUV,Electric,9,8.40 - 23.40,6487,354 km range,"EBD, TPMS, ESC, ABS, Touchscreen, Leather Seats, Power Windows, Sunroof, Connected Car",8.4,23.4,15.899999999999999,EV,EV
Toyota,Innova,2020,Hatchback,Electric,8,4.20 - 11.05,10562,206 km range,"EBD, Airbags, Hill Hold, 360 Camera, Sunroof, Power Windows, Cruise Control, Android Auto",4.2,11.05,7.625,EV,EV
Volkswagen,Taigun,2016,Hatchback,Electric,8,4.20 - 11.05,15004,379 km range,"EBD, ABS, ADAS, Airbags, Cruise Control, Leather Seats, AC, Wireless Charging, Connected Car",4.2,11.05,7.625,EV,EV
Honda,Elevate,2015,Compact SUV,Petrol,12,7.00 - 18.00,12594,23.7 kmpl,"ADAS, EBD, Ventilated Seats, Cruise Control, Touchscreen, Power Windows, Leather Seats, Wireless Charging, Connected Car",7.0,18.0,12.5,ICE/Hybrid,Petrol
Jeep,Meridian,2016,Electric Hatchback,Petrol,11,6.00 - 12.00,2531,21.9 kmpl,"Hill Hold, TPMS, Leather Seats, Touchscreen, Cruise Control, AC, Android Auto",6.0,12.0,9.0,ICE/Hybrid,Petrol
Mahindra,XUV 700,2021,Compact SUV,Petrol,8,7.00 - 18.00,6632,24.2 kmpl,"ADAS, EBD, Leather Seats, Touchscreen, Cruise Control, Wireless Charging",7.0,18.0,12.5,ICE/Hybrid,Petrol
Force,Gurkha,2017,Luxury,Petrol,20,30.00 - 100.00,177,22.5 kmpl,"ABS, Airbags, TPMS, Leather Seats, Power Windows, Touchscreen, Ventilated Seats, Connected Car, Android Auto",30.0,100.0,65.0,ICE/Hybrid,Petrol
Skoda,Superb,2016,Compact SUV,Petrol,5,7.00 - 18.00,14328,16.5 kmpl,"ESC, Hill Hold, ADAS, Sunroof, Ventilated Seats, AC, Leather Seats, Wireless Charging",7.0,18.0,12.5,ICE/Hybrid,Petrol
Volkswagen,Polo,2015,Sedan,Petrol/CNG,24,6.00 - 15.00,4624,28.0 kmpl,"EBD, ABS, Airbags, ESC, Cruise Control, Sunroof, Ventilated Seats, Android Auto, Wireless Charging, HUD",6.0,15.0,10.5,ICE/Hybrid,Petrol/CNG
BMW,X1,2021,Sedan,Petrol,17,6.00 - 15.00,13364,15.7 kmpl,"ADAS, Hill Hold, Airbags, 360 Camera, Sunroof, Ventilated Seats, Cruise Control, Apple CarPlay",6.0,15.0,10.5,ICE/Hybrid,Petrol
BMW,3 Series,2016,Sedan,Petrol,13,6.00 - 15.00,5086,16.9 kmpl,"ABS, Airbags, 360 Camera, EBD, AC, Sunroof, Power Windows, Ventilated Seats, Wireless Charging",6.0,15.0,10.5,ICE/Hybrid,Petrol
Citroen,C5 Aircross,2020,Hatchback,Petrol,11,3.50 - 8.50,17100,19.0 kmpl,"ABS, EBD, AC, Power Windows, Cruise Control, Sunroof, Ventilated Seats, Apple CarPlay, HUD",3.5,8.5,6.0,ICE/Hybrid,Petrol
BYD,E6,2019,Hatchback,Petrol/CNG,22,3.50 - 8.50,19947,20.0 kmpl,"Hill Hold, ADAS, ESC, EBD, Touchscreen, AC, Power Windows, Sunroof, Cruise Control, Apple CarPlay",3.5,8.5,6.0,ICE/Hybrid,Petrol/CNG
Mercedes,A-Class,2018,SUV,Petrol,1,10.00 - 30.00,4989,17.8 kmpl,"Hill Hold, ESC, ADAS, ABS, Ventilated Seats, Touchscreen, Sunroof, Cruise Control, Android Auto, Wireless Charging",10.0,30.0,20.0,ICE/Hybrid,Petrol
Nissan,Kicks,2018,Hatchback,Petrol,14,3.50 - 8.50,14778,17.0 kmpl,"Hill Hold, ESC, Cruise Control, Ventilated Seats, AC, Leather Seats, Touchscreen, Voice Control, Wireless Charging, Android Auto",3.5,8.5,6.0,ICE/Hybrid,Petrol
Tata,Nexon,2018,Hatchback,Diesel,25,3.50 - 8.50,17935,19.5 kmpl,"ADAS, TPMS, 360 Camera, Hill Hold, Power Windows, Ventilated Seats, Touchscreen, Apple CarPlay",3.5,8.5,6.0,ICE/Hybrid,Diesel
Honda,City,2016,Sedan,Diesel,24,6.00 - 15.00,7460,19.1 kmpl,"ADAS, EBD, Airbags, Sunroof, Power Windows, Leather Seats, Apple CarPlay",6.0,15.0,10.5,ICE/Hybrid,Diesel
Force,Gurkha,2019,Hatchback,Petrol/Diesel,10,3.50 - 8.50,11467,15.1 kmpl,"EBD, ABS, 360 Camera, Touchscreen, Cruise Control, Ventilated Seats, Power Windows, Connected Car, Apple CarPlay, Android Auto",3.5,8.5,6.0,ICE/Hybrid,Petrol/Diesel
Tata,Tiago,2020,Luxury,Petrol/Diesel,11,30.00 - 100.00,755,15.7 kmpl,"360 Camera, ESC, TPMS, ABS, Leather Seats, Ventilated Seats, Sunroof, Power Windows, Apple CarPlay, Voice Control",30.0,100.0,65.0,ICE/Hybrid,Petrol/Diesel
Mercedes,C-Class,2019,Sedan,Diesel,14,6.00 - 15.00,12406,22.2 kmpl,"EBD, TPMS, Touchscreen, Ventilated Seats, Leather Seats, Power Windows, Wireless Charging, Apple CarPlay",6.0,15.0,10.5,ICE/Hybrid,Diesel
Renault,Kwid,2016,Compact SUV,Electric,15,8.40 - 23.40,12838,403 km range,"TPMS, ADAS, Ventilated Seats, Power Windows, Leather Seats, Sunroof, AC, Android Auto, HUD, Apple CarPlay",8.4,23.4,15.899999999999999,EV,EV
Hyundai,Alcazar,2015,Hatchback,Petrol,6,3.50 - 8.50,19217,17.1 kmpl,"ABS, TPMS, EBD, ESC, Touchscreen, Leather Seats, Sunroof, Cruise Control, Apple CarPlay",3.5,8.5,6.0,ICE/Hybrid,Petrol
MG,Comet EV,2019,Sedan,Petrol,24,6.00 - 15.00,7657,18.6 kmpl,"Airbags, ADAS, Touchscreen, AC, Sunroof, Connected Car, Android Auto, HUD",6.0,15.0,10.5,ICE/Hybrid,Petrol
Volkswagen,Taigun,2017,MPV,Petrol,24,8.00 - 20.00,3732,24.3 kmpl,"TPMS, ABS, EBD, Airbags, AC, Sunroof, Ventilated Seats, Touchscreen, Leather Seats, Voice Control, Android Auto, Apple CarPlay",8.0,20.0,14.0,ICE/Hybrid,Petrol
Mercedes,C-Class,2021,Sedan,Electric,4,7.20 - 19.50,7262,258 km range,"ABS, EBD, TPMS, AC, Cruise Control, Ventilated Seats, HUD, Voice Control, Wireless Charging",7.2,19.5,13.35,EV,EV
Maruti Suzuki,Brezza,2019,Compact SUV,Petrol,24,7.00 - 18.00,13482,19.1 kmpl,"EBD, ABS, TPMS, AC, Sunroof, Touchscreen, Android Auto",7.0,18.0,12.5,ICE/Hybrid,Petrol
Mahindra,Thar,2023,Electric Hatchback,Petrol,19,6.00 - 12.00,1713,18.8 kmpl,"ESC, 360 Camera, Airbags, ABS, Cruise Control, AC, Ventilated Seats, HUD, Connected Car, Voice Control",6.0,12.0,9.0,ICE/Hybrid,Petrol
Mercedes,A-Class,2016,Luxury,Petrol,16,30.00 - 100.00,598,16.9 kmpl,"Airbags, 360 Camera, ESC, EBD, Touchscreen, Ventilated Seats, Leather Seats, Wireless Charging",30.0,100.0,65.0,ICE/Hybrid,Petrol
Mercedes,A-Class,2023,Sedan,Electric,21,7.20 - 19.50,7738,440 km range,"Hill Hold, ADAS, Cruise Control, Sunroof, Touchscreen, Power Windows, HUD, Wireless Charging",7.2,19.5,13.35,EV,EV
Skoda,Superb,2018,Compact SUV,Petrol,20,7.00 - 18.00,10622,17.0 kmpl,"Airbags, EBD, ABS, Touchscreen, Leather Seats, Cruise Control, Connected Car, Voice Control, HUD",7.0,18.0,12.5,ICE/Hybrid,Petrol
Nissan,Kicks,2015,Compact SUV,Diesel,25,7.00 - 18.00,9809,18.1 kmpl,"TPMS, Airbags, 360 Camera, Hill Hold, Cruise Control, Ventilated Seats, Power Windows, Android Auto, Voice Control",7.0,18.0,12.5,ICE/Hybrid,Diesel
Jeep,Compass,2019,Sedan,Petrol,21,6.00 - 15.00,9555,23.6 kmpl,"TPMS, EBD, Hill Hold, Leather Seats, Cruise Control, Ventilated Seats, AC, Touchscreen, Connected Car, HUD",6.0,15.0,10.5,ICE/Hybrid,Petrol
Volkswagen,Taigun,2022,Hatchback,Diesel,15,3.50 - 8.50,14860,25.2 kmpl,"TPMS, Hill Hold, EBD, Cruise Control, Touchscreen, Sunroof, Leather Seats, Connected Car",3.5,8.5,6.0,ICE/Hybrid,Diesel
Mercedes,GLA,2017,Compact SUV,Diesel,20,7.00 - 18.00,8491,23.1 kmpl,"Hill Hold, 360 Camera, ESC, Power Windows, Leather Seats, Ventilated Seats, Touchscreen, Voice Control",7.0,18.0,12.5,ICE/Hybrid,Diesel
Kia,Seltos,2021,Sedan,Petrol,22,6.00 - 15.00,11501,17.9 kmpl,"360 Camera, Hill Hold, AC, Leather Seats, Cruise Control, Ventilated Seats, Voice Control",6.0,15.0,10.5,ICE/Hybrid,Petrol
Maruti Suzuki,Baleno,2023,Luxury,Electric,11,36.00 - 130.00,810,366 km range,"ADAS, 360 Camera, AC, Touchscreen, Ventilated Seats, Cruise Control, Power Windows, Apple CarPlay, Android Auto",36.0,130.0,83.0,EV,EV
Maruti Suzuki,Ertiga,2016,Compact SUV,Petrol/CNG,12,7.00 - 18.00,6497,24.7 kmpl,"360 Camera, ESC, Ventilated Seats, Leather Seats, Sunroof, Wireless Charging",7.0,18.0,12.5,ICE/Hybrid,Petrol/CNG
BYD,Atto 3,2015,Hatchback,Diesel,14,3.50 - 8.50,8136,19.8 kmpl,"ESC, ADAS, Hill Hold, ABS, Power Windows, Leather Seats, Ventilated Seats, Android Auto",3.5,8.5,6.0,ICE/Hybrid,Diesel
Toyota,Hilux,2022,Sedan,Petrol,6,6.00 - 15.00,6402,20.8 kmpl,"ESC, ADAS, TPMS, Hill Hold, Touchscreen, Power Windows, Cruise Control, Wireless Charging",6.0,15.0,10.5,ICE/Hybrid,Petrol
Renault,Kwid,2022,MPV,Diesel,10,8.00 - 20.00,4600,25.9 kmpl,"Airbags, Hill Hold, Leather Seats, Power Windows, Sunroof, Ventilated Seats, Wireless Charging",8.0,20.0,14.0,ICE/Hybrid,Diesel
Honda,Elevate,2016,Hatchback,Petrol,7,3.50 - 8.50,11351,24.2 kmpl,"EBD, ADAS, Cruise Control, Touchscreen, Power Windows, Leather Seats, Sunroof, Apple CarPlay, Voice Control, Wireless Charging",3.5,8.5,6.0,ICE/Hybrid,Petrol
Force,Gurkha,2022,Compact SUV,Petrol/CNG,12,7.00 - 18.00,12171,26.9 kmpl,"ADAS, ESC, EBD, Hill Hold, Ventilated Seats, Power Windows, Sunroof, Android Auto, HUD",7.0,18.0,12.5,ICE/Hybrid,Petrol/CNG
Jeep,Meridian,2023,Compact SUV,Diesel,24,7.00 - 18.00,6171,27.5 kmpl,"ADAS, ABS, TPMS, AC, Cruise Control, Power Windows, Android Auto, HUD, Voice Control",7.0,18.0,12.5,ICE/Hybrid,Diesel
Maruti Suzuki,Brezza,2023,Hatchback,Diesel,9,3.50 - 8.50,19529,23.4 kmpl,"Airbags, ABS, Hill Hold, 360 Camera, Ventilated Seats, Sunroof, Leather Seats, Connected Car, Android Auto",3.5,8.5,6.0,ICE/Hybrid,Diesel
Maruti Suzuki,Ertiga,2019,MPV,Electric,4,9.60 - 26.00,4018,282 km range,"Airbags, ABS, AC, Cruise Control, Sunroof, Wireless Charging, Apple CarPlay",9.6,26.0,17.8,EV,EV
Renault,Kiger,2016,Compact SUV,Petrol,3,7.00 - 18.00,12563,19.9 kmpl,"Hill Hold, EBD, TPMS, 360 Camera, Sunroof, Power Windows, Touchscreen, Cruise Control, Ventilated Seats, Wireless Charging, Apple CarPlay",7.0,18.0,12.5,ICE/Hybrid,Petrol
Kia,Carens,2020,Sedan,Diesel,15,6.00 - 15.00,12368,22.7 kmpl,"EBD, Hill Hold, Touchscreen, Ventilated Seats, Sunroof, AC, Voice Control, Apple CarPlay",6.0,15.0,10.5,ICE/Hybrid,Diesel
Kia,Carens,2019,Compact SUV,Petrol/CNG,22,7.00 - 18.00,8267,25.9 kmpl,"Airbags, ABS, Power Windows, Touchscreen, Leather Seats, Connected Car, Voice Control",7.0,18.0,12.5,ICE/Hybrid,Petrol/CNG
Force,Gurkha,2021,Hatchback,Petrol,8,3.50 - 8.50,10749,24.6 kmpl,"Airbags, Hill Hold, ABS, ADAS, Cruise Control, AC, Ventilated Seats, Leather Seats, Power Windows, HUD, Android Auto, Apple CarPlay",3.5,8.5,6.0,ICE/Hybrid,Petrol
MG,Comet EV,2017,Hatchback,Petrol,5,3.50 - 8.50,13915,24.7 kmpl,"ADAS, ABS, Hill Hold, 360 Camera, Power Windows, Cruise Control, Sunroof, Touchscreen, Voice Control, Android Auto",3.5,8.5,6.0,ICE/Hybrid,Petrol
Toyota,Innova,2019,Compact SUV,Petrol,17,7.00 - 18.00,7285,23.1 kmpl,"Hill Hold, 360 Camera, EBD, Leather Seats, AC, Touchscreen, HUD",7.0,18.0,12.5,ICE/Hybrid,Petrol
Jeep,Compass,2019,SUV,Petrol,16,10.00 - 30.00,4098,23.7 kmpl,"Hill Hold, ESC, Touchscreen, Ventilated Seats, Leather Seats, Cruise Control, Apple CarPlay",10.0,30.0,20.0,ICE/Hybrid,Petrol
Force,Gurkha,2016,SUV,Petrol,17,10.00 - 30.00,3099,15.3 kmpl,"ADAS, ABS, ESC, Ventilated Seats, AC, Touchscreen, Sunroof, Voice Control, Connected Car, Wireless Charging",10.0,30.0,20.0,ICE/Hybrid,Petrol
Maruti Suzuki,Baleno,2023,Compact SUV,Diesel,16,7.00 - 18.00,7013,19.4 kmpl,"ABS, Hill Hold, ESC, TPMS, Touchscreen, Leather Seats, Sunroof, AC, Voice Control",7.0,18.0,12.5,ICE/Hybrid,Diesel
Audi,Q5,2021,MPV,Petrol,18,8.00 - 20.00,2465,18.5 kmpl,"EBD, ESC, 360 Camera, Hill Hold, Ventilated Seats, Leather Seats, Sunroof, Connected Car",8.0,20.0,14.0,ICE/Hybrid,Petrol
Force,Gurkha,2018,SUV,Petrol,10,10.00 - 30.00,6339,16.1 kmpl,"ADAS, Hill Hold, ABS, Sunroof, Leather Seats, Cruise Control, AC, Apple CarPlay",10.0,30.0,20.0,ICE/Hybrid,Petrol
Maruti Suzuki,Ertiga,2020,Compact SUV,Diesel,9,7.00 - 18.00,6356,23.7 kmpl,"360 Camera, ESC, Touchscreen, Leather Seats, Sunroof, AC, Apple CarPlay, Android Auto, Wireless Charging",7.0,18.0,12.5,ICE/Hybrid,Diesel
Toyota,Innova,2020,MPV,Diesel,1,8.00 - 20.00,2660,25.2 kmpl,"Hill Hold, Airbags, EBD, Sunroof, AC, Cruise Control, Apple CarPlay, Voice Control, HUD",8.0,20.0,14.0,ICE/Hybrid,Diesel
Skoda,Kushaq,2015,Hatchback,Petrol/CNG,21,3.50 - 8.50,19569,27.1 kmpl,"Airbags, ADAS, Touchscreen, AC, Cruise Control, Power Windows, Sunroof, Android Auto, Voice Control, Wireless Charging",3.5,8.5,6.0,ICE/Hybrid,Petrol/CNG
Force,Gurkha,2021,MPV,Petrol,10,8.00 - 20.00,5792,17.3 kmpl,"ESC, ABS, ADAS, EBD, Cruise Control, AC, Leather Seats, Touchscreen, Power Windows, Android Auto",8.0,20.0,14.0,ICE/Hybrid,Petrol
Volkswagen,Virtus,2020,Hatchback,Diesel,6,3.50 - 8.50,18424,21.8 kmpl,"ABS, ESC, EBD, Touchscreen, Cruise Control, Ventilated Seats, Leather Seats, HUD, Voice Control, Android Auto",3.5,8.5,6.0,ICE/Hybrid,Diesel
Honda,Amaze,2022,Compact SUV,Petrol,7,7.00 - 18.00,9796,18.2 kmpl,"ADAS, ESC, Hill Hold, TPMS, Sunroof, Leather Seats, Cruise Control, Android Auto, Connected Car",7.0,18.0,12.5,ICE/Hybrid,Petrol
Mercedes,GLA,2023,Hatchback,Petrol,7,3.50 - 8.50,12092,15.6 kmpl,"Airbags, EBD, AC, Cruise Control, Sunroof, Ventilated Seats, Leather Seats, Voice Control",3.5,8.5,6.0,ICE/Hybrid,Petrol
Maruti Suzuki,Brezza,2016,SUV,Diesel,4,10.00 - 30.00,5946,20.1 kmpl,"ABS, EBD, AC, Touchscreen, Cruise Control, Ventilated Seats, Leather Seats, Voice Control, Connected Car, Wireless Charging",10.0,30.0,20.0,ICE/Hybrid,Diesel
Skoda,Kushaq,2016,Sedan,Petrol,1,6.00 - 15.00,11589,23.8 kmpl,"ADAS, EBD, Hill Hold, 360 Camera, AC, Power Windows, Ventilated Seats, Cruise Control, Sunroof, Voice Control, Android Auto",6.0,15.0,10.5,ICE/Hybrid,Petrol
Kia,Sonet,2023,Compact SUV,Petrol,8,7.00 - 18.00,11482,20.6 kmpl,"Hill Hold, ESC, Airbags, 360 Camera, Ventilated Seats, Leather Seats, Sunroof, Power Windows, Touchscreen, Android Auto, Apple CarPlay",7.0,18.0,12.5,ICE/Hybrid,Petrol
Toyota,Fortuner,2019,Sedan,Diesel,2,6.00 - 15.00,6123,21.8 kmpl,"360 Camera, ESC, ADAS, Touchscreen, Leather Seats, Ventilated Seats, Android Auto, Voice Control",6.0,15.0,10.5,ICE/Hybrid,Diesel
Citroen,C3,2019,Sedan,Petrol,16,6.00 - 15.00,12128,16.3 kmpl,"ABS, 360 Camera, TPMS, Ventilated Seats, Leather Seats, Power Windows, Sunroof, Voice Control, Connected Car, HUD",6.0,15.0,10.5,ICE/Hybrid,Petrol
Citroen,C5 Aircross,2021,Compact SUV,Petrol,19,7.00 - 18.00,14749,21.8 kmpl,"ESC, 360 Camera, Airbags, Cruise Control, Touchscreen, Power Windows, Sunroof, Ventilated Seats, Voice Control",7.0,18.0,12.5,ICE/Hybrid,Petrol
Tata,Altroz,2017,Hatchback,Diesel,2,3.50 - 8.50,19291,20.5 kmpl,"TPMS, ADAS, Hill Hold, Airbags, AC, Cruise Control, Touchscreen, Sunroof, Voice Control, Apple CarPlay",3.5,8.5,6.0,ICE/Hybrid,Diesel
Volkswagen,Polo,2023,Hatchback,Petrol,14,3.50 - 8.50,17938,23.9 kmpl,"EBD, TPMS, 360 Camera, Sunroof, Ventilated Seats, Touchscreen, HUD, Wireless Charging",3.5,8.5,6.0,ICE/Hybrid,Petrol
Lexus,ES,2017,Hatchback,Diesel,18,3.50 - 8.50,9051,18.3 kmpl,"ABS, ADAS, Power Windows, Leather Seats, Sunroof, Cruise Control, Android Auto, Voice Control, HUD",3.5,8.5,6.0,ICE/Hybrid,Diesel
Mahindra,Scorpio,2017,Compact SUV,Diesel,21,7.00 - 18.00,11280,23.2 kmpl,"EBD, 360 Camera, ADAS, Cruise Control, Leather Seats, Touchscreen, Power Windows, AC, Connected Car, Apple CarPlay, HUD",7.0,18.0,12.5,ICE/Hybrid,Diesel
Mercedes,GLA,2017,Hatchback,Petrol,9,3.50 - 8.50,14361,21.0 kmpl,"ESC, TPMS, EBD, Hill Hold, Touchscreen, Sunroof, AC, Power Windows, Connected Car, HUD, Voice Control",3.5,8.5,6.0,ICE/Hybrid,Petrol
Skoda,Kushaq,2018,Luxury,Electric,14,36.00 - 130.00,195,263 km range,"Hill Hold, EBD, ESC, Ventilated Seats, AC, Touchscreen, Power Windows, Cruise Control, Voice Control, Apple CarPlay, HUD",36.0,130.0,83.0,EV,EV
Maruti Suzuki,Dzire,2019,Hatchback,Petrol,24,3.50 - 8.50,12071,19.9 kmpl,"EBD, Hill Hold, Airbags, TPMS, Cruise Control, Ventilated Seats, Leather Seats, Apple CarPlay, Android Auto",3.5,8.5,6.0,ICE/Hybrid,Petrol
MG,Hector,2020,Hatchback,Electric,17,4.20 - 11.05,15184,494 km range,"ADAS, ABS, Cruise Control, AC, Leather Seats, Power Windows, HUD, Voice Control, Apple CarPlay",4.2,11.05,7.625,EV,EV
Tata,Safari,2021,Compact SUV,Petrol,8,7.00 - 18.00,11750,21.2 kmpl,"ESC, TPMS, Power Windows, AC, Leather Seats, Cruise Control, Ventilated Seats, HUD, Wireless Charging",7.0,18.0,12.5,ICE/Hybrid,Petrol
Skoda,Superb,2018,Hatchback,Petrol,12,3.50 - 8.50,19498,17.4 kmpl,"ADAS, EBD, ABS, Cruise Control, Sunroof, Touchscreen, Voice Control, HUD, Connected Car",3.5,8.5,6.0,ICE/Hybrid,Petrol
Toyota,Fortuner,2023,Sedan,Petrol,7,6.00 - 15.00,9379,22.4 kmpl,"TPMS, Hill Hold, ESC, AC, Sunroof, Cruise Control, Leather Seats, Ventilated Seats, Apple CarPlay",6.0,15.0,10.5,ICE/Hybrid,Petrol
Mercedes,GLA,2018,Compact SUV,Diesel,25,7.00 - 18.00,10583,24.1 kmpl,"ADAS, Hill Hold, ABS, ESC, Power Windows, AC, Touchscreen, Ventilated Seats, HUD, Connected Car",7.0,18.0,12.5,ICE/Hybrid,Diesel
Volkswagen,Virtus,2021,MPV,Petrol/CNG,8,8.00 - 20.00,5478,24.8 kmpl,"EBD, ABS, 360 Camera, Cruise Control, Ventilated Seats, Leather Seats, Sunroof, HUD",8.0,20.0,14.0,ICE/Hybrid,Petrol/CNG
